appid,name,developer,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,release_date,required_age,is_free,short_description,supported_languages,platforms_windows,platforms_mac,platforms_linux,metacritic_score,recommendations,achievements,genres,categories
253650,Sparkle 2 Evo,,Forever Entertainment S. A.,1540,554,"200,000 .. 500,000",0,0,0,0,499,499,0,1,"Oct 24, 2013",0.0,False,Control the evolution with the touch of your finger. Can you grow the biggest Sparkle in the world?,English,True,True,True,,1528.0,22.0,"Action, Adventure, Casual, Indie, Racing, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
1263550,Combat Arms: the Classic,"VALOFE, NEXON",VALOFE,1247,680,"200,000 .. 500,000",0,0,0,0,0,0,0,79,"Jul 14, 2020",0.0,True,"Combat Arms: the Classic is a multiplayer game, free-to-play modern first-person shooter. The game is a relaunch of Combat Arms in its glory days delivering gamers a nostalgic high-quality FPS with an extensive arsenal of weapons.","English<strong>*</strong>, Italian, German, Arabic, Simplified Chinese, Turkish, Portuguese - Portugal<br><strong>*</strong>languages with full audio support",True,False,False,,0.0,0.0,"Action, Adventure, Free To Play","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases, Family Sharing"
557260,iREC,Labory,SA Industry,182,200,"200,000 .. 500,000",0,0,0,0,499,499,0,0,"Jan 16, 2017",0.0,False,"A narcotics police officer invades a logistics company, suspected of drug trafficking. Looking for evidence, he discovers an even greater secret, and his mission now and leave the place alive. iREC presents moments of tension, with an incredible atmosphere of terror.",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,150.0,0.0,Indie,"Single-player, Steam Trading Cards, Family Sharing"
233470,Evoland,Shiro Games,Shiro Games,4847,1020,"200,000 .. 500,000",0,0,0,0,249,999,75,2,"Apr 4, 2013",0.0,False,"Evoland is a journey through the history of action/adventure gaming, allowing you to unlock new technologies, gameplay systems and graphic upgrades as you progress through the game.","English, German, French",True,True,False,61.0,4570.0,29.0,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Family Sharing"
366090,Colony Survival,Pipliz,Pipliz,7711,683,"200,000 .. 500,000",0,0,0,0,2495,2495,0,171,"Jun 16, 2017",0.0,False,"Colony Survival is a unique first-person strategy game developed by a two-man team. Build your own colony in a voxel world. Command guards, farmers, miners and other colonists. Defend your colony against the horde of monsters that attacks every night!","English<strong>*</strong>, French<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Czech<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Polish<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong><br><strong>*</strong>languages with full audio support",True,True,True,,8216.0,50.0,"Action, Adventure, Indie, Strategy, Early Access","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, DualShock Controller Support, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, Steam Cloud, Stats, Family Sharing"
2464530,VOIN,Nikita Sozidar,tinyBuild,771,46,"200,000 .. 500,000",0,0,0,0,1299,1999,35,23,"Dec 10, 2024",0.0,False,"Crafted by a solo developer, VOIN is a first-person hack-and-slash. Cleave through hordes of enemies in fast-paced combat. Explore dark fantasy realms filled with secrets and dangers. Discover powerful gear and weapons, and face menacing bosses in your quest to cleanse a broken world.","English, German, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Spain, French, Japanese, Korean, Polish, Ukrainian",True,False,False,,3178.0,0.0,"Action, Adventure, Indie, RPG, Early Access","Single-player, Partial Controller Support, Steam Cloud, Family Sharing"
353270,Hyperdimension Neptunia Re;Birth3 V Generation,"Idea Factory, Compile Heart, Felistella","Idea Factory, Idea Factory International",3254,195,"200,000 .. 500,000",0,0,0,0,1499,1499,0,11,"Oct 30, 2015",0.0,False,"Lost in an alternate dimension, Neptune must collect enough shares to get back home. Sounds easy – except the Seven Sages want to rid Gamindustri of CPUs, including Neptune! Help defeat them and return her to her own world in this JRPG – or be stuck in the '80s forever!","English<strong>*</strong>, Japanese<strong>*</strong>, Traditional Chinese<br><strong>*</strong>languages with full audio support",True,False,False,,3022.0,42.0,"RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
1043260,Gladiator Guild Manager,Entertainment Forge,"GrabTheGames, Gamirror Games, UpgradePoint",2900,637,"200,000 .. 500,000",0,0,0,0,1499,1499,0,16,"Jun 22, 2024",0.0,False,"A strategic autobattler sim where you build a team of gladiators, compete in arenas, plan fight tactics, and form alliances. Combine fighters, beasts, and mages, develop and equip them to optimize your well-oiled fighting machine, dominate the championships, and leave your mark on the world.","English, French, Italian, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Turkish",True,True,False,,3784.0,51.0,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing"
312840,Fahrenheit: Indigo Prophecy Remastered,"Quantic Dream, Aspyr Media (remastered version)",Quantic Dream,5552,1357,"200,000 .. 500,000",0,0,0,0,999,999,0,11,"Jan 28, 2015",18.0,False,"Fahrenheit (known as Indigo Prophecy in North America) was a breakthrough in interactive narrative. This newly remastered edition features updated textures in HD, expanded controller support, and is based on the uncut and uncensored international version of the game.","English<strong>*</strong>, French<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong><br><strong>*</strong>languages with full audio support",True,True,True,,6566.0,17.0,"Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
3194160,Escape From Infection Zone,Funbang,Funbang,5,0,"200,000 .. 500,000",0,0,0,0,3999,3999,0,0,"Nov 8, 2024",0.0,False,"Escape the zombie infected zone, using an arsenal of weapons, in this arena shooter game.",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,0.0,0.0,"Action, Adventure","Single-player, Family Sharing"
3167550,Tiny Pasture,CaveLiquid,Gamersky Games,4251,350,"200,000 .. 500,000",0,0,0,0,407,599,32,2256,"Feb 17, 2025",0.0,False,"Meet your new little desk buddies! They’ll snooze, scratch, and scamper around while you work or study (don’t worry, they’ve been trained not to invade your workspace). If you’re good at animal management, they will occupy the bottom of your screen with different kinds and colors!","English<strong>*</strong>, Japanese<strong>*</strong>, Simplified Chinese<strong>*</strong>, Traditional Chinese<strong>*</strong>, French<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Russian<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Korean<strong>*</strong>, Turkish<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Spanish - Latin America<strong>*</strong><br><strong>*</strong>languages with full audio support",True,True,False,,6997.0,55.0,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Cloud, Family Sharing"
778700,Amorous,Team Amorous,Snaggletooth Studios,5608,1265,"200,000 .. 500,000",0,0,0,0,0,0,0,24,"Apr 13, 2018",0.0,True,"Explore the dazzling neon lights of Amorous. A bustling furry night club that attracts all species, personalities and sexualities. Create your own character and find all 9 datable characters!",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,True,True,,0.0,45.0,"Free To Play, Indie, Simulation","Single-player, Steam Achievements, Family Sharing"
1072920,HomeWork Is Crazy / 作业疯了,三脚猫,Gamirror Games,324,904,"200,000 .. 500,000",0,0,0,0,239,799,70,0,"Jun 13, 2019",0.0,False,"《Homework Is Crazy》is a game that simulates Chinese primary school students doing their homework. Here you will become a new generation primary school student, and face the mountain of tons of homework. This may be the biggest challenge you have ever encountered!",English,True,False,False,,1025.0,26.0,"Casual, Indie","Single-player, Steam Cloud, Family Sharing"
2904000,The Spell Brigade,Bolt Blaster Games,Bolt Blaster Games,7014,1188,"200,000 .. 500,000",0,0,0,0,1299,1299,0,3580,"Apr 29, 2026",0.0,False,"Survivors-like with ONLINE CO-OP for 1-4 players. Team up with your wizard friends to slay hordes of dark creatures. Complete team-based objectives, unlock new upgrades and create overpowered spell synergies. Friend nor foe is safe in this friendly fire bullet hell!","English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Thai, Traditional Chinese, Portuguese - Portugal, Korean, Ukrainian",True,False,False,,14385.0,119.0,"Action, Casual, Indie","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Camera Comfort, Custom Volume Controls, Gamepad Recommended, Mouse Only Option, DualShock Controller Support, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, Stereo Sound, Surround Sound, Partial Controller Support, Steam Cloud, Family Sharing"
1869090,Witches of the Fourth Multiplayer,"EdgeStudios, Fareed",EdgeStudios,1,0,"200,000 .. 500,000",0,0,0,0,499,499,0,0,"Mar 5, 2022",0.0,False,Witches of the Fourth 2.0 Is An Online Multiplayer Spell Casting TeamBase FPS Witch Hunt Where You Duel Against Your Friends Using Powerful Spells and Magical Abilities to Collect There Souls The Player With the Most Souls Win Witches of the Fourth is the Battle Between Black Magic and Core Magic,English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,0.0,0.0,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Family Sharing"
491540,The Bus,TML-Studios,Aerosoft GmbH,4839,1682,"200,000 .. 500,000",0,0,0,0,3999,3999,0,164,"Mar 26, 2026",0.0,False,"Transport passengers in the city bus simulation The Bus along 1:1 scale routes in Berlin, passing landmarks like the Victory Column, Brandenburg Gate, and Alexanderplatz. In the Scania Citywide LF and other licensed buses, sell tickets, handle traffic, and get everyone to their destination safely.","English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Finnish, Japanese, Polish, Russian, Turkish, Hungarian, Simplified Chinese, Arabic, Dutch, Portuguese - Portugal",True,False,False,,7717.0,49.0,Simulation,"Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Steam Workshop, Camera Comfort, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Keyboard Only Option, Mouse Only Option, Playable without Timed Input, DualShock Controller Support, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, Save Anytime, Subtitle Options, Surround Sound, Steam Cloud, Includes level editor, Family Sharing"
2800,X2: The Threat,Egosoft,Egosoft,412,85,"200,000 .. 500,000",0,0,0,0,499,499,0,7,"Jul 21, 2006",0.0,False,"X²: The Threat is of a new generation of space simulator games, you play the role of Julian Gardna who continues the story set by X: Beyond The Frontier. The updated graphics engine gives the universe a fresher feel with newly designed ships and stations adding to the complexity of the universe.","English<strong>*</strong>, French, German<strong>*</strong>, Italian, Spanish - Spain<strong>*</strong>, Czech, Polish, Russian<strong>*</strong><br><strong>*</strong>languages with full audio support",True,False,False,72.0,438.0,0.0,Strategy,"Single-player, Captions available, Steam Cloud, Family Sharing"
1705180,"Gunner, HEAT, PC!",Radian Simulations LLC,Radian Simulations LLC,5616,492,"200,000 .. 500,000",0,0,0,0,2999,2999,0,102,"Sep 6, 2022",0.0,False,"Gunner, HEAT, PC! (GHPC) is a simulation game about modern mounted combat, with special attention to authenticity and fun.",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,7430.0,0.0,"Action, Indie, Simulation, Early Access","Single-player, Partial Controller Support, Steam Cloud, Family Sharing"
300970,Fiesta Online NA,gamigo AG,gamigo AG,471,293,"200,000 .. 500,000",0,0,0,0,0,0,0,34,"May 20, 2014",0.0,True,"Gather your fearless allies in the heart-pounding realms of Fiesta Online, where the fate of Isya rests on your shoulders. Prepare to wage war against the malevolent grip of Legel's corruption, forging powerful bonds with fellow adventurers as you embark on quests that will push you to your limits.",English,True,False,False,,0.0,0.0,"Action, Adventure, Casual, Massively Multiplayer, RPG, Simulation, Free To Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op"
17710,Nuclear Dawn,"GameConnect, InterWave Studios",Iceberg Interactive,1937,531,"200,000 .. 500,000",0,0,0,0,999,999,0,0,"Sep 26, 2011",0.0,False,Explore war-torn post-apocalyptic landscapes and take fight against enemies using various weapons in this FPS/RTS hybrid.,"English<strong>*</strong>, Czech, German<strong>*</strong>, Russian, Spanish - Spain, Korean<br><strong>*</strong>languages with full audio support",True,True,True,71.0,1617.0,58.0,"Action, Strategy","Multi-player, PvP, Online PvP, LAN PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Valve Anti-Cheat enabled, Stats, Includes level editor, Family Sharing"
1594320,Captain of Industry,MaFi Games,MaFi Games,6737,417,"200,000 .. 500,000",0,0,0,0,3499,3499,0,4404,"May 31, 2022",0.0,False,"Build an industrial empire on a remote island. Mine resources, reshape terrain with excavators, grow food, construct factories, lay train tracks, and trade with the outside world. Research 100+ technologies to advance from basic metal smelting all the way to nuclear power and space flight.","English, French, German, Spanish - Spain, Czech, Dutch, Swedish, Italian, Russian, Simplified Chinese, Japanese, Korean, Polish, Portuguese - Brazil, Hungarian, Catalan, Estonian, Turkish, Traditional Chinese, Ukrainian",True,False,False,,10814.0,0.0,"Indie, Simulation, Strategy, Early Access","Single-player, Adjustable Text Size, Camera Comfort, Custom Volume Controls, Adjustable Difficulty, Mouse Only Option, #category_playable_at_your_own_pace, Playable without Timed Input, Save Anytime, Stereo Sound, Steam Cloud, Includes level editor, Family Sharing"
586960,Upside Down,EGAMER,SA Industry,572,123,"200,000 .. 500,000",0,0,0,0,2999,2999,0,0,"Feb 14, 2017",0.0,False,"Upside Down will immerse you in an incredible adventure. Sharpen your reflexes for this fast-paced, precise puzzle-platformer.",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,True,True,,412.0,78.0,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
2104890,RoadCraft,Saber Interactive,Focus Entertainment,5784,1884,"200,000 .. 500,000",0,0,0,0,3999,3999,0,8156,"May 20, 2025",0.0,False,"As the leader of a company specialized in restoring sites devastated by natural disasters, use your construction machinery to restart the local industry. Clear debris and faulty equipment, rebuild roads and bridges damaged by weather, and much more!","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Polish, Portuguese - Brazil, Russian, Czech, Korean, Arabic, Turkish, Japanese<br><strong>*</strong>languages with full audio support",True,False,False,,13329.0,44.0,"Adventure, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Camera Comfort, Custom Volume Controls, Playable without Timed Input, DualShock Controller Support, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, Save Anytime, Stereo Sound, Surround Sound, Steam Cloud, Family Sharing"
1944430,Amnesia: The Bunker,Frictional Games,Frictional Games,8501,593,"200,000 .. 500,000",0,0,0,0,2499,2499,0,61,"6 Jun, 2023",0.0,False,"Amnesia: The Bunker is a first-person horror game set in a WW1 bunker. A relentless, AI-driven monster stalks you. Survival depends on finding tools, crafting items, and keeping the lights on.","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese<br><strong>*</strong>languages with full audio support",True,False,False,,10121.0,44.0,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Workshop, Remote Play Together, Family Sharing"
489360,CASE: Animatronics,Walnut LLC,Walnut LLC,3270,665,"200,000 .. 500,000",0,0,0,0,99,999,90,1,"Aug 3, 2016",0.0,False,"CASE: Animatronics is a truly scary and challenging first-person stealth horror on PC. Control of the police department is in the hands of anonymous hacker. All exits are locked. Electricity is off. Metallic thumps are getting closer. Will you survive, Detective Bishop?","English<strong>*</strong>, Russian<strong>*</strong>, German, Spanish - Spain<br><strong>*</strong>languages with full audio support",True,True,False,,3784.0,7.0,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
261530,Lifeless Planet Premier Edition,Serenity Forge,Serenity Forge,2699,824,"200,000 .. 500,000",0,0,0,0,299,999,70,0,"Jun 6, 2014",0.0,False,"PREMIER EDITION - While seeking life on a distant planet, an astronaut discovers an abandoned Russian town. He suspects his mission is a hoax until a mysterious young woman saves him from a strange and deadly phenomenon...","English<strong>*</strong>, French, German, Spanish - Spain, Russian, Italian<br><strong>*</strong>languages with full audio support",True,False,True,,2525.0,15.0,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing"
32460,Monkey Island 2 Special Edition: LeChuck’s Revenge,LucasArts,"LucasArts, Lucasfilm, Disney",2659,131,"200,000 .. 500,000",0,0,0,0,999,999,0,7,"Jul 7, 2010",0.0,False,"Wannabe pirate Guybrush Threepwood, and the now zombie pirate LeChuck, return in what has long been considered one of the greatest LucasArts adventure games of all time.","English<strong>*</strong>, German, Italian, Spanish - Spain, French<br><strong>*</strong>languages with full audio support",True,False,False,87.0,2592.0,12.0,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing"
373930,Sudden Strike 4,Kite Games,Kalypso Media,6094,1721,"200,000 .. 500,000",0,0,0,0,1999,1999,0,144,"Aug 11, 2017",0.0,False,"Sudden Strike is back! The beloved Real Time Strategy series returns, this time with bigger battlefields, more units, better graphics, new scenarios and legendary commanders – making Sudden Strike 4 more tactical and realistic than ever before!","English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Russian<strong>*</strong>, Spanish - Spain<strong>*</strong>, Simplified Chinese<strong>*</strong>, Polish, Traditional Chinese, Korean, Japanese<br><strong>*</strong>languages with full audio support",True,True,True,70.0,6212.0,61.0,Strategy,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play on TV, Family Sharing"
306020,Bloons TD 5,Ninja Kiwi,Ninja Kiwi,10926,619,"200,000 .. 500,000",0,0,0,0,999,999,0,153,"Nov 19, 2014",0.0,False,"Five-star tower defense with unrivaled depth and replayability. The Bloons are back in full HD glory and this time they mean business! Build awesome towers, choose your favorite upgrades, hire new Special Agents, and pop every last invading Bloon in the most popular tower defense series in history.","English, French, Italian, German, Spanish - Spain, Danish, Finnish, Japanese, Korean, Norwegian, Portuguese - Brazil, Russian, Swedish, Turkish",True,True,False,,10743.0,135.0,"Action, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing"
287371,CoH 2 - The Western Front Armies: Oberkommando West,"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)",316,83,"200,000 .. 500,000",0,0,0,0,1299,1299,0,0,"Jun 23, 2014",17.0,False,"This individual army for COH2 allows you to access all existing COH2 maps in auto-match, and play against all other existing factions in multiplayer. It can also be obtained at a discount by acquiring The Western Front Armies multiplayer standalone, where it is bundled with the USF army.","Czech, English<strong>*</strong>, French<strong>*</strong>, German<strong>*</strong>, Italian, Polish<strong>*</strong>, Russian<strong>*</strong>, Spanish - Spain<strong>*</strong><br><strong>*</strong>languages with full audio support",True,True,True,,193.0,0.0,Strategy,"Multi-player, Steam Achievements, Steam Workshop, Steam Cloud, Stats, Includes level editor, Family Sharing"
15560,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,"Dejobaan Games, LLC, Owlchemy Labs","Dejobaan Games, LLC",812,282,"200,000 .. 500,000",0,0,0,0,999,999,0,0,"Nov 23, 2011",0.0,False,82 remastered levels from the original and 43 brand new ones that are twice as fast!,English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,True,,535.0,10.0,"Action, Indie, Sports","Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Family Sharing"
680360,Regions Of Ruin,Gameclaw Studio,Raw Fury,3919,601,"200,000 .. 500,000",0,0,0,0,1199,1199,0,8,"Feb 5, 2018",0.0,False,"Regions of Ruin is a 2D pixel side-scrolling RPG with town-building, where you explore, fight and build into an open world that progressively challenges you and your settlement, and threatens the extinction of the dwarven race.",English,True,True,True,,1963.0,20.0,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
3358510,再刷一把2：金色传说,滑稽工作室,滑稽工作室,1184,1520,"200,000 .. 500,000",0,0,0,0,999,999,0,172,"Dec 31, 2024",0.0,False,"A few days ago, a bright meteor streak across of the sky, the golden light lit up the whole sky. The color of golden symbolizes wealth, power, strength, sacredness and happiness, has attracted countless adventurers, including you, on the adventurous journey for this reason...",Simplified Chinese,True,False,False,,2744.0,100.0,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Captions available, Gamepad Recommended, DualShock Controller Support, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, Family Sharing"
1250760,Far Away,Gratesca,Gratesca,7173,187,"200,000 .. 500,000",0,0,0,0,1299,1299,0,25,"Aug 17, 2021",0.0,False,"Far Away is a visual novel full of dark humor depicting immersive storylines rather than romantic drama. You will play as Krosa, a typical girl who experiences gang conflicts, crimes, conspiracies, and family grudges in the port city of Bedjan.","Simplified Chinese<strong>*</strong>, English, Japanese<br><strong>*</strong>languages with full audio support",True,False,False,,7577.0,70.0,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
1221250,NORCO,Geography of Robots,Raw Fury,2429,188,"200,000 .. 500,000",0,0,0,0,1499,1499,0,6,"Mar 24, 2022",0.0,False,NORCO is a dialogue-focused point &amp; click adventure that immerses the player in the sinking suburbs and industrial swamplands of an increasingly surreal and distorted South Louisiana.,"English, French, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese",True,True,False,89.0,2735.0,35.0,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
674400,Einar,DreamPunks,"DreamPunks, WolffWare",878,554,"200,000 .. 500,000",0,0,0,0,0,0,0,0,"Jul 20, 2017",0.0,True,"The player takes on the role of Einar, who is on a quest to kill the inhabitants of a Norse fishing village who are infected by a mysterious material. Use different weapons such as the bow, hammer and axe to clear the village of the monsters.",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,0.0,0.0,"Action, Casual, Indie, Strategy, Free To Play","Single-player, Full controller support, Family Sharing"
29180,Osmos,Hemisphere Games,Hemisphere Games,1183,193,"200,000 .. 500,000",0,0,0,0,999,999,0,3,"Aug 18, 2009",0.0,False,"Enter the ambient world of Osmos: elegant, physics-based gameplay, dreamlike visuals, and a minimalist, electronic soundtrack. Your objective is to grow by absorbing other motes. Propel yourself by ejecting matter behind you. But be wise: ejecting matter also shrinks you. Relax - good things come to those who wait.","English, French, German, Spanish - Spain, Italian",True,True,True,80.0,692.0,11.0,"Casual, Indie","Single-player, Steam Achievements, Family Sharing"
937170,Otaku's Adventure,Spacelight Studio,Spacelight Studio,7981,440,"200,000 .. 500,000",0,0,0,0,699,699,0,15,"May 20, 2019",0.0,False,"&quot;Otaku's Adventure&quot; is a different kind of AVG.The story tells of an Otaku who has been single for many years and thirst for love. While he inadvertently embarks on a fantastic journey, he eventually wins girls' love. The game combines storytelling with alternative TAKAGISM, and mini-games.","English, Simplified Chinese, Traditional Chinese, Japanese, Russian, Spanish - Spain, Portuguese - Brazil",True,True,False,,8246.0,27.0,"Adventure, Indie, RPG","Single-player, Steam Achievements, Family Sharing"
220260,Farming Simulator 2013 Titanium Edition,Giants Software,Giants Software,4857,396,"200,000 .. 500,000",0,0,0,0,1499,1499,0,23,"Oct 9, 2013",0.0,False,"Animal husbandry, crops, sales… It's up to you to manage and grow your own farm in a huge, totally new world!","English, German, French, Italian, Spanish - Spain, Russian, Japanese",True,True,False,,3921.0,16.0,"Casual, Simulation","Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
1546990,Grand Theft Auto: Vice City – The Definitive Edition,Rockstar Games,Rockstar Games,4225,1034,"200,000 .. 500,000",0,0,0,0,5999,5999,0,123,"19 Jan, 2023",18.0,False,Welcome to the 1980s. From the decade of big hair and pastel suits comes the story of one man's rise to the top of the criminal pile. Grand Theft Auto returns with Tommy Vercetti’s tale of betrayal and revenge in a neon-soaked tropical town full of excess and brimming with possibilities.,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese<br><strong>*</strong>languages with full audio support",True,False,False,,8711.0,34.0,"Action, Adventure","Single-player, Full controller support"
286120,QuestRun,Cuve Games,Digerati,510,394,"200,000 .. 500,000",0,0,0,0,299,299,0,0,"Apr 18, 2014",0.0,False,"Challenging and fast-paced with a modern twist on old school RPG battle systems, QuestRun is unlike anything you have played before.",English,True,True,False,,0.0,13.0,RPG,"Single-player, Steam Achievements, Stats, Family Sharing"
242940,Anachronox,Ion Storm,Square Enix,435,147,"200,000 .. 500,000",0,0,0,0,699,699,0,2,"Oct 17, 2013",13.0,False,"Join Sylvester &quot;Sly&quot; Boots and Stiletto Anyway as they trek across six bizarre planets investigating a galaxy-crushing mystery, searching for artefacts from an extinct alien race and unlocking the secrets of a powerful, advanced technology. It's your turn. PICK YOUR POISON.",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,77.0,458.0,0.0,RPG,"Single-player, Custom Volume Controls, Adjustable Difficulty, #category_playable_at_your_own_pace, Playable without Timed Input, Save Anytime, Stereo Sound, Subtitle Options, Steam Cloud, Family Sharing"
1098293,DOOM Eternal: The Ancient Gods - Part Two,id Software,Bethesda Softworks,3121,2016,"200,000 .. 500,000",0,0,0,0,799,999,20,0,18 мар. 2021 г.,0.0,False,"«The Ancient Gods, часть 2» — эпический финал саги о Палаче Рока. Это второе сюжетное дополнение к прославленной игре DOOM Eternal.","английский<strong>*</strong>, французский<strong>*</strong>, итальянский<strong>*</strong>, немецкий<strong>*</strong>, испанский — Испания<strong>*</strong>, японский<strong>*</strong>, корейский<strong>*</strong>, польский<strong>*</strong>, португальский — Бразилия<strong>*</strong>, русский<strong>*</strong>, китайский (упр.), испанский — Латинская Америка<strong>*</strong>, китайский (трад.)<br><strong>*</strong>озвучивание доступно на этих языках",True,False,False,,4682.0,0.0,Экшены,"Для одного игрока, Достижения Steam, Частичная поддержка контроллеров, Steam Cloud, Семейный доступ"
371140,Aegis Defenders,GUTS Department,Balor Games,1377,375,"200,000 .. 500,000",0,0,0,0,1999,1999,0,4,"Feb 8, 2018",0.0,False,"Take on wild beasts, ruthless soldiers, and ancient gods in this 2D Action-Platformer inspired by Tower-Defense combat.","English<strong>*</strong>, Japanese<br><strong>*</strong>languages with full audio support",True,True,False,76.0,157.0,31.0,"Action, Adventure, Indie, RPG, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Captions available, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing"
1072390,BirdGut,Micah Boursier,Micah Boursier,4707,232,"200,000 .. 500,000",0,0,0,0,0,0,0,3,"May 9, 2019",0.0,True,"BirdGut is a hand-drawn 2d puzzle-platformer from the perspective of an outcast bee who gets eaten by a bird, and discovers that the bird's internal organs are not organs at all, but facilities in which the consumed insects are brainwashed and enslaved. Experience this bizarre one-man project for yourself.",English,True,True,False,,0.0,22.0,"Adventure, Casual, Free To Play, Indie","Single-player, Steam Achievements, Family Sharing"
