appid,name,developer,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,release_date,required_age,is_free,short_description,supported_languages,platforms_windows,platforms_mac,platforms_linux,metacritic_score,recommendations,achievements,genres,categories
1782570,Beer Factory,MyceliumGames,MyceliumGames,600,744,"50,000 .. 100,000",0,0,0,0,1899,1899,0,3,"10 Jan, 2024",0,False,"Beer Factory is a business simulation and management game. Take the challenge and manage your own beer factory, employees, production lines, as well as the import and export of merchandise.","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Simplified Chinese, Korean, Spanish - Latin America, Japanese, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Turkish<br><strong>*</strong>languages with full audio support",True,False,True,,1407.0,0.0,"Indie, Simulation","Single-player, Steam Cloud, Family Sharing"
910880,Mad Tower Tycoon,Eggcode,Eggcode,336,92,"50,000 .. 100,000",0,0,0,0,1499,1499,0,4,"Jan 14, 2020",0,False,"Design your own skyscraper with more than 100 Floors. Rent offices, apartments or shops and build a financially lucrative skyscraper. Build cinemas, bars or a theater to satisfy your visitors and create an effective transport system with elevators and stairs.","English, German, Italian, French, Spanish - Spain, Turkish, Japanese, Simplified Chinese, Traditional Chinese, Korean",True,True,False,,411.0,42.0,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Family Sharing"
461750,Ghoul Kid,Specter Game Studios,Specter Game Studios,123,39,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"Apr 26, 2016",0,True,"Play as Ghoul Kid, a mischievous ghost who possesses household objects to scare visitors to death. In this wave based game, Ghoul Kid cannot be seen by humans. Use your wits and abilities to manipulate household objects so you can scare people to death! Happy haunting!",English,True,False,False,,0.0,11.0,"Casual, Free To Play, Indie, Strategy","Single-player, Partial Controller Support, Family Sharing"
1375400,Ghosts 'n Goblins Resurrection,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",879,236,"50,000 .. 100,000",0,0,0,0,2999,2999,0,4,"May 31, 2021",0,False,"Watch as this nostalgic yet completely reimagined storybook world unravels before your very eyes. Taking cues from both Ghosts 'n Goblins and Ghouls 'n Ghosts and giving birth to something entirely new, Resurrection is a title worthy of its name.","English, French, Italian, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Japanese",True,False,False,,1294.0,31.0,Action,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
598530,Naev,Naev Team,Naev Team,164,43,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"Jul 17, 2017",0,True,"Naev is a game about space exploration, trade, and combat in a large and vibrant universe. Players travel the galaxy and earn money by trading, fighting, and performing missions.",English,True,True,True,,0.0,0.0,"Action, Adventure, Indie, RPG, Simulation, Free To Play","Single-player, Steam Cloud, Family Sharing"
2418520,Farm Together 2,Milkstone Studios,Milkstone Studios,3437,273,"50,000 .. 100,000",0,0,0,0,2599,2599,0,1080,"May 30, 2025",0,False,"Grow your own farm all by yourself, or cooperate with your friends in the long awaited sequel to the cozy, relaxing farming experience!","English, Spanish - Spain, Russian, French, German, Simplified Chinese, Korean, Dutch, Japanese, Portuguese - Brazil, Portuguese - Portugal, Italian, Danish, Croatian, Hungarian, Czech, Polish, Thai, Turkish, Vietnamese, Ukrainian, Arabic, Traditional Chinese, Catalan",True,True,False,,4406.0,109.0,"Casual, Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Adjustable Text Size, Camera Comfort, Color Alternatives, Custom Volume Controls, Playable without Timed Input, DualShock Controller Support, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, Save Anytime, Stereo Sound, Surround Sound, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing"
2398760,Overdrive Escape,Orazgylyjov Davut,Orazgylyjov Davut,18,4,"50,000 .. 100,000",0,0,0,0,79,999,92,0,"May 19, 2023",0,False,"Miami City. 2054. The Ichido Corporation creates biological robots (replicants). A revolution begins, and the replicants help you escape from the corporation, as you are not human either, having been grown in a test tube as a weapon for future use.",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,0.0,77.0,"Action, Indie, Early Access","Single-player, Steam Cloud, Family Sharing"
2607060,From Glory To Goo,Stratagem Blue,Stratagem Blue,865,37,"50,000 .. 100,000",0,0,0,0,1199,1199,0,57,"Apr 2, 2024",0,False,"From Glory To Goo is a Sci-Fi survival RTS set on an alien world. Serve as humanity's bulwark by establishing a colony and supporting your colonists still in orbit. But beware, for The Goo, a relentless and shape-shifting force approaches from all sides, even above and below.",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,1743.0,44.0,"Simulation, Strategy, Early Access","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing"
1429100,Siren Head: The Siren's Forest,Gwydion LLyr Meredydd,Gwydion LLyr Meredydd,267,248,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"Oct 15, 2020",0,True,"In this indie horror game, you must escape the Siren’s Forest! Use multiple means of transportation to aid your escape. Unearth what truly happened in the forest by interacting with certain objects that could provide you with the answers you need. But be careful… There’s something out there!",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,0.0,9.0,Indie,"Single-player, Steam Achievements, Family Sharing"
306290,"7,62 Hard Life",HLA team,Fulqrum Publishing,419,108,"50,000 .. 100,000",0,0,0,0,699,699,0,9,"Oct 1, 2015",0,False,"7,62 Hard Life is a fan made enhanced version of the original tactical sim 7,62 High Calibre. We hope you'll enjoy this version, that is available to all owners of the original game on Steam at no extra cost.","English, Russian",True,False,False,,506.0,0.0,"RPG, Simulation, Strategy","Single-player, Steam Workshop, Steam Cloud, Family Sharing"
2073250,Rift of the NecroDancer,"Brace Yourself Games, Tic Toc Studios Inc.",Klei Publishing,3051,145,"50,000 .. 100,000",0,0,0,0,799,1999,60,124,"Feb 5, 2025",0,False,"The NecroDancer's back in an all-new rhythm game! Dragged into a strange new world, Cadence must engage in musical combat with monsters surging through the Rift! Face pulse-pounding Rhythm Rifts where every beat is a battle, all set to an original soundtrack by Danny Baranowsky &amp; friends.","English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese<br><strong>*</strong>languages with full audio support",True,False,False,,5729.0,35.0,"Action, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Camera Comfort, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Keyboard Only Option, DualShock Controller Support, DualShock Controller Support, DualSense Controller Support, DualSense Controller Support, Steam Input API Support, Steam Cloud, Includes level editor, Family Sharing"
1278930,Math Puzzle Alpha Challenge,Orlando Santos de Oliveira,Orlando Santos de Oliveira,3,2,"50,000 .. 100,000",0,0,0,0,99,99,0,0,"Apr 23, 2020",0,False,A logic game for all ages. Fit the blocks in the pyramid following the logic to complete the challenge. The Math Puzzle Alpha Challenge game was designed to stimulate logical thinking.,English,True,True,False,,0.0,0.0,"Casual, Indie, Strategy","Single-player, Family Sharing"
2340210,Blade Abyss,KungFolio,KungFolio,9,2,"50,000 .. 100,000",0,0,0,0,149,599,75,0,"Mar 10, 2025",0,False,"Blade Abyss: A skill-driven hack-and-slash where blades meet chaos. Survive endless undead hordes and titanic bosses—dodge, parry, and shatter lethal combos. No gear grind or stats: pure combat mastery decides victory. Carve your legend in the steel abyss.","English, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Russian, Japanese, Korean, Portuguese - Brazil",True,False,False,,0.0,24.0,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Gamepad Recommended, Steam Cloud, Family Sharing"
522010,Lost Crew,Gamecosm,Gamecosm,43,8,"50,000 .. 100,000",0,0,0,0,199,199,0,0,"Sep 15, 2016",13,False,"This is text adventure game of survival of the astronauts on the orbital station that is lost in time. You will have to take care of the rescue of the station's crew, and lots of complicated riddles and situations will make this adventure even more interesting.","English, Russian",True,False,False,,0.0,2.0,"Action, Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Commentary available, Family Sharing"
615340,Mystic Journey: Tri Peaks Solitaire,FIVE-BN GAMES,FIVE-BN GAMES,90,83,"50,000 .. 100,000",0,0,0,0,0,0,0,2,"May 11, 2017",0,True,"Start an exciting adventure with Tri Peaks Solitaire game (also known as TriTowers, Triple Peaks, Three Peaks or Pyramid Solitaire). Mystic Journey: Tri Peaks Solitaire is a captivating card solitaire game that combines in itself strategy, attention span and brain responsivity.","English<strong>*</strong>, French, German, Russian, Dutch, Polish, Ukrainian<br><strong>*</strong>languages with full audio support",True,True,False,,0.0,12.0,"Adventure, Casual, Free To Play","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Family Sharing"
1393220,Electrify,Electrify,Electrify,1,5,"50,000 .. 100,000",0,0,0,0,400,400,0,0,"Oct 9, 2020",0,False,"A game axed on imagination, creativity and community. Logic, attention and perseverance are needed. It is a ludic circuits simulator with a game approch. Convinient and intuitive, it will accompany you in your electronic learning quest. Electrify is here.",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,0.0,0.0,"Indie, Simulation, Strategy","Single-player, Family Sharing"
654690,Bermuda - Lost Survival,NIGHTBOX,NIGHTBOX,285,215,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"Sep 26, 2020",0,False,"Survivors, Adventurers, Explorers! Prepare for the journey of your life and experience one of the world’s most mysterious regions! The Bermuda Triangle is notorious for the vanishing of countless ships and airplanes. Will you survive long enough to reveal its secret?",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,491.0,18.0,"Action, Adventure, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
1464930,Seek Girl Ⅶ,DSGame,DSGame,913,360,"50,000 .. 100,000",0,0,0,0,199,199,0,0,"Dec 11, 2020",0,False,This is a casual Sokoban game. The player needs to use the keyboard to control the male character through the level to find the female character.,"English, Simplified Chinese",True,False,False,,1198.0,39.0,"Casual, Indie","Single-player, Family Sharing"
341550,Super Cyborg,"Artur Games, Music by Darkman007",Artur Games,688,110,"50,000 .. 100,000",0,0,0,0,499,499,0,2,"Jul 8, 2015",0,False,Super Cyborg is an old school non-stop hardcore run'n'gun action game! You are an elite battle cyborg who is sent in to investigate a series of anomalies on a mysterious island. The merciless alien known as the 'Xirxul life form' has been awakened by unwitting scientists and now: all humanity is in danger!,English,True,False,False,,584.0,35.0,"Action, Indie","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing"
216090,Go Home Dinosaurs!,Fire Hose Games,Fire Hose Games,524,76,"50,000 .. 100,000",0,0,0,0,999,999,0,0,"Mar 14, 2013",0,False,"Todd Rex wants steak. Todd Rex wants YOUR steak. Are you gonna let him take it? No way! Go Home, Dinosaurs!Prevent hordes of marauding Dinos from crashing your party in the world’s premier BBQ defense simulator! Unlock powerful towers that act like little weaponized puzzle pieces.",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,344.0,26.0,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
1430200,Space Empires III,Malfador Machinations,Strategy First,31,7,"50,000 .. 100,000",0,0,0,0,79,399,80,2,"Oct 8, 2020",0,False,The third game within the Space Empires series brings the dawn of a new age of exploration. Your race keeps running through the fabric of space and moves to other solar systems beyond your own.,English,True,False,False,,0.0,0.0,Strategy,"Single-player, Family Sharing"
2338140,Dokapon Kingdom: Connect,"Idea Factory, Compile Heart, Sting",Idea Factory International,635,78,"50,000 .. 100,000",0,0,0,0,4999,4999,0,26,"Sep 7, 2023",0,False,Make friends or frenemies! Be a savvy schemer in this hybrid RPG party game!,"English<strong>*</strong>, Japanese<strong>*</strong>, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",True,False,False,,786.0,52.0,"Action, Casual, RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing"
1617200,Santa Soccer,Halara Studios,Halara Studios,1,1,"50,000 .. 100,000",0,0,0,0,99,99,0,0,"May 21, 2021",0,False,"Santa Soccer is a casual soccer shooting gallery type game. Featuring a golf mode and a present, if you can manage to hit it. Have fun!",English<strong>*</strong><br><strong>*</strong>languages with full audio support,True,False,False,,0.0,0.0,Sports,"Single-player, Family Sharing"
2214250,Falsepine,Voyager Softworks,Voyager Softworks,32,25,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"Dec 1, 2022",0,True,"Join a long lineage of Hunters as you run and gun through the Wild West in this action rogue-like. Take on Bounties, Unlock powerful weapons, and come face-to-face with a gallery of terrifying monsters. Developed by Voyager Softworks, as a part of our final year at University.",English,True,False,False,,0.0,47.0,"Action, Adventure, Indie, Free To Play","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing"
